,id,likeCount,textDisplay,videoId,authorDisplayName,authorChannelId,publishedAt
102,UgwV_g9tqEgv9PPtGXZ4AaABAg,0,am I the only one who came here for Ellen lol?,2rU4W3yfd58,Riri San,UCnOIYsQHUR13ZH4EceIA-sQ,2018-10-24T14:54:41.000Z
103,Ugxy7ke5d8LItttw66t4AaABAg,0,“You guys nervous?” They nod yes. Trump has a “what? are you kidding?” frown. Why in the world would these potential world leaders be nervous? 😄,2rU4W3yfd58,Lily Layzell,UCaxVKqyRUdlKF1FIj5EQj3Q,2018-10-02T16:43:59.000Z
104,UgyHEDj7ud8OfyIelmd4AaABAg,1,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=1h25m30s"">1:25:30</a> god gives you unconditional love? interesting, i guess i read the wrong book...",2rU4W3yfd58,mad cobra,UCl_i8-Y6kZ684L0TimTNwtg,2018-09-16T18:02:24.000Z
105,Ugx1_Ie945FjBc41XDN4AaABAg,0,Me!,2rU4W3yfd58,Pecman 1984,UCrBdzbbnd1ez68MAfEDtLFw,2018-09-08T00:17:25.000Z
106,Ugx2PqYytQwIsy_AsFl4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=1h50m09s"">1:50:09</a>",2rU4W3yfd58,Wilcon Barro,UCGszCqg1MfKw9taXMhCOYqg,2018-09-07T10:59:07.000Z
107,UgyfxelW_WsmRitX8O54AaABAg,0,"Ted Cruz sounded like a typical deceitful politician in Washing D.C.... he&#39;s a swamp creatures... He&#39;s a member of NATO (No actions, Talk Only)....",2rU4W3yfd58,Anthony Goodrich,UCBn09AzGRatjqKuRUhCgeDw,2018-09-03T15:31:18.000Z
108,UgwujqwqtIm9otwiNhN4AaABAg,0,Mr. Trump is the only real Alpha male on the stage!  The rest of them have been bought.  They are wolves under sheep clothing.,2rU4W3yfd58,Anthony Goodrich,UCBn09AzGRatjqKuRUhCgeDw,2018-09-03T15:22:27.000Z
109,UgzjDRqjjf6_cU73f3x4AaABAg,0,"Mike Wallace is a pompous nerd!  Megyn and Bret and Wallace all looked and sounded exactly like the presstitude who are been bought by the globalist-pedophilia-socialist.  Don&#39;t be fool, Fox news is no difference than CNN, MSNBC fake news, the only difference is that Fox news is disguising themselves as the voice of the patriots conservative..... FOX news is fake news!!!",2rU4W3yfd58,Anthony Goodrich,UCBn09AzGRatjqKuRUhCgeDw,2018-09-03T15:21:10.000Z
110,UgzHv6v-dpUOP8-aaV94AaABAg,0,God bless President Trump,2rU4W3yfd58,rocky76dude,UCCiedftJsoi-wMK9MdV58XA,2018-09-02T18:50:51.000Z
111,UgwcNtpOVu99r9T2lGV4AaABAg,1,bye= megan kelly...                                     TRUMP2020,2rU4W3yfd58,rob-roy beattie,UCdkNHkZYwVQu_YDQg0U7cxw,2018-08-31T19:02:13.000Z
112,UgwYn8PcYXaSc_4lsud4AaABAg,1,"The panel questioning them  (the interviwers) are so informal, off-topic, and rude in this debate. Starkly different from the Democratic primaries. Am I right?",2rU4W3yfd58,Domestic Kenosis,UCvr1DpGBbG8LOkKuTHleCZA,2018-08-15T16:27:52.000Z
113,UgxOMu60D3c-AlId7pR4AaABAg,0,Go Trump!,2rU4W3yfd58,Dave Whalen,UCrKyTB_ebRsAbgiU3Qk53dA,2018-08-12T06:59:05.000Z
114,Ugzsxw7FtjNjFPJF-px4AaABAg,2,"start = <a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=4m24s"">4:24</a>",2rU4W3yfd58,DriveR13G27,UCWavM0C4PeiVBmTzsolhEVg,2018-08-11T20:58:03.000Z
115,UgzWFyaaezzKjr18zA54AaABAg,0,"Donald Trump as a disgraceful business as a racist, and sex rapist  will never to enter and run the campaign for the Presidency of the United States in 2016. He&#39;s a swindler and a cheater. Somebody else will Make America Great Again like Ronald Reagan in the 1980s than Donald Trump. Trump is finished and he is withdrawn from U.S. Presidential campaign and lost the Primary. No more Trump lies. Nobody will respect Donald Trump. I hate him.",2rU4W3yfd58,Chris Amon,UCGT9-uMHrKezxl1_axkOuDA,2018-08-05T21:48:36.000Z
116,UgwozYwebkJZeTZQX8t4AaABAg,0,Clearly Marco Rubio has mugged up his speech.,2rU4W3yfd58,Diego Sebastián Pérez,UCrw9L2ZHKjonekBfSiie2XQ,2018-07-05T19:24:17.000Z
117,Ugx1HLFh_RbI5EzsbN94AaABAg,0,they don&#39;t get tired for standing up without sitting on the chair for 2 hours even they are many of them who already aged?,2rU4W3yfd58,Felicia Angeline,UCtnyC0PaYA72WtbXgKX4seg,2018-06-29T17:44:49.000Z
118,UgzUeUdcXHWoMZu785Z4AaABAg,0,I had forgotten that they only let Rhinos and Establishmentarians in.  The public wasn&#39;t represented in that crowd.,2rU4W3yfd58,Brad Allen,UCNY44hV0VuxE--cSgQ77H1A,2018-06-23T15:24:06.000Z
119,UgyXoj8sHTCM8MlSezt4AaABAg,1,"Trump looks 20 times smarter than each other person up there.  The rest look like EU globalists:  all disgusting show, no sincerity.",2rU4W3yfd58,Brad Allen,UCNY44hV0VuxE--cSgQ77H1A,2018-06-23T15:17:55.000Z
120,Ugy8NXf8AnAuzC6xXMp4AaABAg,1,where is ellen?,2rU4W3yfd58,Adam,UCSFetMbwGIY9oLRDPNrkbJA,2018-06-14T16:17:20.000Z
121,UgztVeFzN2nzc7G299t4AaABAg,1,"Compare the energy and electricity of the Republican debates during the 2016 election, to the tired, staged, and empty-worded Dim-ocratic debates. It is so obvious, with the advantage of 20/20 hindsight, that the only real candidate in the 2016 race was Donald Trump, and thank God for that! Literally EVERYONE else was designing their campaign strategy around Donald Trump. Trump was the only person who saw America for what it was at that moment in time, and saw the problems that faced everyday Americans. It&#39;s amazing to see how the entire room was playing defense while Donald Trump was the ONLY one playing offense. Incredible to watch and relive.",2rU4W3yfd58,Alex Woody,UCWxDbeKTIu7bsiu4Ha6kCzA,2018-06-10T08:53:46.000Z
122,UgzGpdJkcM6ltm-rBId4AaABAg,1,TRUMP/PENCE2020!!!,2rU4W3yfd58,MrJamesLongstreet,UCzSV3xfJW0msFG8-UtV5Hwg,2018-06-09T03:30:59.000Z
123,UgwjzHEYe2PaoplbWgh4AaABAg,4,fascinating to watch in 2018,2rU4W3yfd58,John Swift,UCKTr1Xxhw1jphIQyGAdjtCg,2018-05-29T10:51:27.000Z
124,Ugz5c_ULu3ScGEEDSgx4AaABAg,1,"Looking from the outside and in may be constructive some times. TV show : <a href=""https://youtu.be/OjvRYwuHNFw"">https://youtu.be/OjvRYwuHNFw</a>",2rU4W3yfd58,Tarsan97,UCKWZ7j89BA1SrU9o1rjDphw,2018-05-27T11:58:16.000Z
125,UgzglpIuSYk2I2dDeyJ4AaABAg,0,"hmm... I wonder if queen elizabeth is the one who is handling the whole world and the presidents of each and every country is just her right hand, I think she would secretly send someone to kill those who are a huge corrupt politicians... it would be underestimating this to say if I prefer putin instead of her lol",2rU4W3yfd58,joshua Candoit,UCQ69yEUaOidK-gPYWlU1GOw,2018-05-14T11:28:49.000Z
126,UgwzPnfAL5Y6gzdBjr54AaABAg,0,Is there anybody here who doesn&#39;t understand a thing on what they&#39;re saying politically and shouts along with the boos and cheers or it&#39;s just me...,2rU4W3yfd58,joshua Candoit,UCQ69yEUaOidK-gPYWlU1GOw,2018-05-14T10:12:26.000Z
127,UgwA3PHf_jJPOw8Rx114AaABAg,1,history begins,2rU4W3yfd58,류연,UC3ND5jABbG-UkGjfoGGf9VQ,2018-05-08T08:27:07.000Z
128,UgyS5P0hyhMIPVEHoM14AaABAg,0,I wish Ellen was on there,2rU4W3yfd58,Hidden Pepper,UC5nwYn_sKBvnPw6AKMo5C8w,2018-05-08T03:36:45.000Z
129,UgxOwoGj556iG-UBTMp4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=1h05m35s"">1:05:35</a>",2rU4W3yfd58,Bobble Ice,UCz6XQ4wIhwcaGBjOGFFmuWg,2018-04-18T00:52:21.000Z
130,UgwthLNOdIVxCJUkG9N4AaABAg,0,"Why did it cut of at <a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=4m16s"">4:16</a>",2rU4W3yfd58,Janelle Le,UCdMuIVoHZClpFmdywx2v6NA,2018-04-08T01:11:53.000Z
131,UgzfeKqQ433gt0cJE854AaABAg,0,RUBIO HAS HUGE EARS!,2rU4W3yfd58,kl0om,UCKGkIbbLqpTPDUPnmeNaMug,2018-04-03T10:39:44.000Z
132,UgzB5LSnROj4L0WpQg94AaABAg,0,mary nubio.....FOAM PARTY.......@)@)........2020 YEAH.........GO BLO GO WIBBLE MARKO,2rU4W3yfd58,daa wedge,UCrY7TlvipA_6r17rjN_oFPg,2018-04-03T04:22:44.000Z
133,Ugxrvk1gK-uaSdjyjGN4AaABAg,0,TRUMP 2020.......PENCE  2024-2028         POMPEO and BARRON TRUMP 2032-2040 GO TRUMP!!!,2rU4W3yfd58,daa wedge,UCrY7TlvipA_6r17rjN_oFPg,2018-04-03T04:21:01.000Z
134,UgzvN_oYDcLHSSgWeDx4AaABAg,2,"Trump is the Lord&#39;s anointed, like David. Respect him!",2rU4W3yfd58,Jason V,UCG2xfm0cOE499KagLhJW4aQ,2018-04-01T22:21:56.000Z
135,Ugyd1_Ips8lxZ4__eop4AaABAg,0,Don&#39;t care about Republicans being conservative or not but why do all of these candidates have to be such disgusting assholes?,2rU4W3yfd58,Bodenlose Dosenhose,UCC1ToVaw4bmsjyMNPfh9I-A,2018-03-24T06:42:02.000Z
136,UgxqGLmTgi9QWg1A1E94AaABAg,1,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=23m22s"">23:22</a> I didn&#39;t know Martin Short was running for office.",2rU4W3yfd58,DemonTeddy bear,UCD_QDnvfWh0X8LU5B6fZyyw,2018-03-17T02:38:38.000Z
137,Ugw407bD59bbFV5HWuV4AaABAg,0,"Could you enable automatic captions for videos, pls?",2rU4W3yfd58,Alchemist,UCGkavednTwvKJticXAymZHg,2018-03-07T11:20:18.000Z
138,UgybESSkcXU1WvRbKEJ4AaABAg,0,Donald Trump=Demagogue. People get bored with intelligent rhetoric as see with most of the other men on that stage.,2rU4W3yfd58,FipTard Roblox,UCZ-ZkM6U_6sv6Vjcy-fhVEw,2018-03-03T17:20:14.000Z
139,UgyWhMr42J2dytIrca14AaABAg,0,I love Bret Baier expression just right after Trump called the leader &quot;stupid&quot;,2rU4W3yfd58,Joanne,UCCCAZc7oVCgUzqNgpivqDqw,2018-03-03T12:13:05.000Z
140,UgwZelonOx_1E6QeuPt4AaABAg,1,Its funny because Trump and Rand are friends now.,2rU4W3yfd58,OnwardSoldier,UCOpxOsPx_SkaSGN_Ha7zTNg,2018-03-03T08:30:17.000Z
141,UgzL3KPFIhl-40O5hQp4AaABAg,1,Donald Trump is clearly the smartest in this podium,2rU4W3yfd58,Esther Lalremruati,UCIapHMz8On59RChelHmdtbw,2018-02-23T22:27:34.000Z
142,UgxTdfNeQOFjqMPKHgF4AaABAg,0,Megan 😉,2rU4W3yfd58,Francisco Villa,UC_-VrPztLZ1YpfAhUNiMxVA,2018-02-22T03:38:56.000Z
143,UgwBkL2saT0z8qZmmOJ4AaABAg,1,Can&#39;t stand Rand Paul&#39;s hair. LOL,2rU4W3yfd58,Joanne,UCCCAZc7oVCgUzqNgpivqDqw,2018-02-16T06:31:31.000Z
144,Ugy80uAdcYe7n5YmsWx4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=49m09s"">49:09</a>😂",2rU4W3yfd58,Farhaan Fidai,UCjz26F31E_Yt-OiKnLqt-sQ,2018-02-04T09:47:38.000Z
145,UgxxKcRhp1xL4RzXxdV4AaABAg,0,The beginning of Trump...,2rU4W3yfd58,Russel,UCI6MTUWjnavm-I4Gnyxyrxg,2018-01-30T19:09:30.000Z
146,Ugx0tkxvctAxAIZRDcF4AaABAg,0,What happened?,2rU4W3yfd58,megacultureman,UCE2t9wHvgxI1hlwoZ7T9Waw,2018-01-22T13:41:56.000Z
147,UgxDQv3gUBRZcK0SkJV4AaABAg,0,"Everything Fox News looks so low tech and underwhelming, with the exception of waiting for that box logo to line up for a millisecond",2rU4W3yfd58,Gil Rybak,UCAAH497Ujeq7295BmCzFOPA,2018-01-11T05:08:06.000Z
148,UgzxMjSPrmo2QCrEN654AaABAg,0,This was the night that Donald Trump won.  It was also the night that Megyn kelly lost.,2rU4W3yfd58,Gary Smith,UCoFkHhHGzPZ0zgA2KhUa9tQ,2018-01-08T06:24:25.000Z
149,UgwNg_yek1N321tFzvF4AaABAg,0,KELLY LOOKS SO ARROGANT .. LOL.. TRUMP DESTROYED THE BIMBO...LOL,2rU4W3yfd58,BO BON,UCGoriKHMJ5OhX2Qng_9d8_A,2017-12-26T09:38:16.000Z
150,Ugy6DeXOrhI1RSZRpjB4AaABAg,0,Spoiler: Trump is the president (because of Russia) at Christmas of 2017 and he fucked up with American diplomacy. Kisses.,2rU4W3yfd58,Leonardo,UCff3dgiE_1UGXlqSNeVZesQ,2017-12-26T06:52:16.000Z
151,UgyJweRoAyL2qXQR5Oh4AaABAg,0,Trump Train wooot!,2rU4W3yfd58,HeyGuy4321,UC-hylDuvYMnikHf18jbKHRw,2017-12-11T18:28:22.000Z
152,UgyOYX3jWbG59Yqmprh4AaABAg,1,americlaps,2rU4W3yfd58,woke comrade,UCXxiEQCbjbE9UyltSYsVPiQ,2017-12-11T13:22:57.000Z
153,UgzoGRqemBciUkqSxO14AaABAg,0,me,2rU4W3yfd58,JoAnn Klonowski,UCRmCwrjg7jelxhpS4Wk0kTQ,2017-12-04T04:39:51.000Z
154,Ugz8v3ISz3mD5zV8k914AaABAg,1,Ben Carson lol,2rU4W3yfd58,Chloe Miller,UC6SFOEy-C6CS_RGsFnMzwog,2017-12-04T03:56:55.000Z
155,UgwPwnKUxTkv6HUJT_14AaABAg,0,I honestly can&#39;t remember the name of the blonde haired lady in the middle but I think she was drunk,2rU4W3yfd58,John P,UC_jrOIc1jMA5EuHarLbiZdw,2017-12-02T18:23:06.000Z
156,UgzY2ig_VQPoqq8x-6B4AaABAg,0,looking back this whole show was a joke,2rU4W3yfd58,John P,UC_jrOIc1jMA5EuHarLbiZdw,2017-12-02T18:21:02.000Z
157,UgxSP-tHhD1sM0iTRnV4AaABAg,1,1.) How did Fox fuck up the very beginning of this debate so badly? 2.) Trump was against everyone from this moment. Fox jumped on board extremely late and they&#39;re lucky POTUS have them another chance,2rU4W3yfd58,Coorsgood10,UCEv3mShQnsRQQmWXqthfJBQ,2017-12-02T05:14:22.000Z
158,Ugy0tE9Hm7DgmgCAAbd4AaABAg,0,"Rand Paul “he buys and sells ...” —- Trump “well, I have given him plenty of money” — LMAO..",2rU4W3yfd58,Keith James,UCgQjmfZyi_Fp-38K7dCkMTA,2017-11-30T23:22:17.000Z
159,UgzZtT32FHMLxlYbLyN4AaABAg,2,Thank GOD Trump won!!!,2rU4W3yfd58,Keith James,UCgQjmfZyi_Fp-38K7dCkMTA,2017-11-30T23:17:11.000Z
160,UgysdrA2Ql9plg9UEZp4AaABAg,0,I liked Megan Kelly when she had long hair.,2rU4W3yfd58,Corek BleedingHollow,UCsBY3w1M1sOZgDkacDgEVuQ,2017-11-29T18:13:10.000Z
161,UgxW2H825K_Zkj7LGAN4AaABAg,1,Ted the Canadian keeps talking about truth big ass liar!,2rU4W3yfd58,Abe,UCByNpuwjljZyJ4ZaGyw7gmQ,2017-11-29T04:23:03.000Z
162,UgwMWHl0p6WPsp5hte14AaABAg,0,Rand Paul totally tried to make a grandslam being loud! Hahahahahaha fail!,2rU4W3yfd58,Abe,UCByNpuwjljZyJ4ZaGyw7gmQ,2017-11-29T04:21:21.000Z
163,UgiX1owHeprySXgCoAEC,1,It&#39;d be a pretty picture to see her on her knees.<br /><br />-Greatest president of all time,2rU4W3yfd58,Странно Хрипы,UCKTlK6RIwKrSARsNZEZUfSw,2017-11-29T02:40:56.000Z
164,UgwMODEnVhV4zJDlopB4AaABAg,0,Jeb: durrrr whenever the primary election is huh? Durrr,2rU4W3yfd58,Jon Schwartz,UCRYJ5ep0DXdM-mSTqQNnwzg,2017-11-28T02:02:19.000Z
165,Ugz_HP7kf4Jsn-VHSml4AaABAg,0,And I&#39;m calling megyn CUNT. HAHA HE&#39;S YOUR PRESIDENT!! MAGA!!!!,2rU4W3yfd58,Alice Aguire,UCoukYUBJdVaws1LD-iA6AJw,2017-11-25T06:19:29.000Z
166,Ugx9FV42p5oYj4Gpl5V4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=1h21m00s"">1:21:00</a> eat that trump",2rU4W3yfd58,Tigerguy 101,UCIuzZIx3iwUnWyYIQYNQlbQ,2017-11-22T06:26:29.000Z
167,UgxcpY3Qooq5PrSaZrd4AaABAg,1,I&#39;m looking for the video that trump told Cruz or Rubio ( your losing so badly right now!) too funny! Anyone know where it&#39;s at?,2rU4W3yfd58,Robert Gonzalez,UCrzcFKGxjzDso9xpDHPsiDA,2017-11-21T18:23:58.000Z
168,UgzSSy4v18z-z-iwVTt4AaABAg,1,I&#39;m still watching lol,2rU4W3yfd58,Robert Gonzalez,UCrzcFKGxjzDso9xpDHPsiDA,2017-11-21T18:22:52.000Z
169,UgyKV_H1LyG6V5RMxVZ4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=14m55s"">14:55</a> LMAO",2rU4W3yfd58,Morgan Freeman,UC3ituMI4reBIZZWx6Enrg5g,2017-11-12T15:48:07.000Z
170,UgxCxF8IqjCQ5sk4Jid4AaABAg,0,Teds opening line had me dying,2rU4W3yfd58,dale doback,UCGLssBSpJWUUh-byVtSE0aw,2017-11-09T01:51:24.000Z
171,UgwVta1lQ9QfxvHfesB4AaABAg,0,TRUMPS MY PRESIDENT! LOVE TRUMP!,2rU4W3yfd58,That Guy,UCFxCUM2Q57Wk3Dc0JxqpICA,2017-11-05T14:20:32.000Z
172,UgwA47a9uwHujWxhnFx4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=2rU4W3yfd58&amp;t=14m58s"">14:58</a>",2rU4W3yfd58,Jade Martin,UCrhb-YehNfCdmJBA6Div7pQ,2017-10-29T19:49:57.000Z
173,Ugw1XKcUJwWxzRJFNuF4AaABAg,5,When does Ellen appears?? 😂😂,2rU4W3yfd58,Mariana Quental,UCzk2immnqCXOSGkqAq-Duow,2017-10-22T22:09:03.000Z
174,Ugz4NAS4pkbhXl8F9sV4AaABAg,0,Donald Trump living legend,2rU4W3yfd58,Percival Gayle,UCzlgQebhNINFK80Zuh1titA,2017-10-22T21:57:13.000Z
175,UgzQzijnHv9fC6MHJ6t4AaABAg,0,God john Kasich is unbearable to watch,2rU4W3yfd58,Imran A,UCtIGcAknACJShHKkAs21kjA,2017-10-19T04:57:28.000Z
176,UgyOSTaftV_B9AlfTSJ4AaABAg,0,Megyn the slut kelly,2rU4W3yfd58,Imran A,UCtIGcAknACJShHKkAs21kjA,2017-10-19T04:55:00.000Z
177,UgzHWEuFlCXpFHVbAG54AaABAg,1,The day that Megyn Kelly lost her audience forever.,2rU4W3yfd58,Gary Smith,UCoFkHhHGzPZ0zgA2KhUa9tQ,2017-10-15T01:22:21.000Z
178,UgyJ-0Afxddk8oju_n54AaABAg,1,These Are All Of The 2016 Presidential Candidates&#39; Names:<br />Little Marco Boobio<br />Jeb Fush<br />Scott Talker<br />Donald J. Rump<br />Mike Fuckabee<br />Charlie Fiorina<br />Long John Basic<br />Gov. Piss Pistie<br />Dr. Hen Farson<br />Sen. Wernie Flanders<br />Sen. Grand Fall<br />Fartin O&#39;ralley<br />Killary Winton,2rU4W3yfd58,Ben Roberts,UCJhTCTMtne5DZjm6DeEeX1Q,2017-10-13T23:12:43.000Z
179,Ugzkr9_RBYgL3j31lJ94AaABAg,2,They are all laughing i knew hed win yayyyyyyu,2rU4W3yfd58,SA S,UCrvHts8--dlK05X-xJP3MXQ,2017-10-13T18:44:11.000Z
180,UgwHetWXoUWuQUlg-A94AaABAg,1,like comment If you love American politics so much drama lol,2rU4W3yfd58,amninder Sandhu,UCdPC8xs18quITRb3tuDN5UQ,2017-10-13T18:08:21.000Z
181,UgymY-xkna-0dg1V4nJ4AaABAg,0,"nah... a huge w,all and no door is fine lol, and christ if not a wall at least an electrical fence?",2rU4W3yfd58,mark smith,UCrdZXXyu8C00hy5gsCCZSkQ,2017-10-12T01:00:51.000Z
182,Ugzd8_QxirRzdp35SCh4AaABAg,0,"Ted Cruz creeps me out...I just can&#39;t help that...for some reason, he does (lol)",2rU4W3yfd58,JoAnn Klonowski,UCRmCwrjg7jelxhpS4Wk0kTQ,2017-10-10T19:05:58.000Z
183,UgweFoJcve2qmUuUCKt4AaABAg,1,This is great to watch again..Thank You...Carson is an awesome human :),2rU4W3yfd58,JoAnn Klonowski,UCRmCwrjg7jelxhpS4Wk0kTQ,2017-10-10T19:04:33.000Z
184,Ugwg4sVvLEU7v2wwugp4AaABAg,0,i dont know why but marco rubio looks alot like  Lou Bloom from Nightcrawler movie,2rU4W3yfd58,Gevork Bagdasarov,UCj3hjtHKStNtXjkHDokSPSw,2017-10-09T14:26:58.000Z
185,UgxJb09ZWX4bunhvb5B4AaABAg,0,say what you want but trump killed  it. all of them have no balls,2rU4W3yfd58,Gevork Bagdasarov,UCj3hjtHKStNtXjkHDokSPSw,2017-10-09T03:51:37.000Z
186,UgxZePRTWajEu943nXx4AaABAg,2,I taught Ellen was going to come out xD,2rU4W3yfd58,Yuri Lozano,UCwPj653L07MlbLNV-Axd3lA,2017-10-02T19:22:06.000Z
187,Ugz7-gkO3uWfzsNLT9N4AaABAg,1,Jeb Bush is Vito Corleone,2rU4W3yfd58,Toni Paku Paku,UCeXADzdP03ETEkf7wU7SdmQ,2017-09-27T15:16:50.000Z
188,Ugyv9JbSQx9YOmZs7Mh4AaABAg,3,"ted cruz is one dangerous fuck, even moreso than trump or any others",2rU4W3yfd58,khav ll,UCOSvFvrNBXe_L4ahunNjmaw,2017-09-26T05:15:49.000Z
189,UgxoXlE7o4piY4c6uIx4AaABAg,2,2 years and a half damn,2rU4W3yfd58,khav ll,UCOSvFvrNBXe_L4ahunNjmaw,2017-09-26T05:09:50.000Z
190,UgzHkhkweVTmhYDdu2l4AaABAg,0,All these candidates are trash. Especially Hillary she dumb as fuck,2rU4W3yfd58,Random Guy,UCapN0ZlIX8jD2FUT58GyTPA,2017-09-23T20:04:38.000Z
191,UgwHOdeSBidcgHkk-n94AaABAg,0,COol,2rU4W3yfd58,Moye,UCoFbTi94RfogztlEFwTnq7g,2017-09-17T02:42:06.000Z
192,UgzkCqr_EjejQDCW2Gd4AaABAg,9,"It&#39;s so enjoyable to watch these debates with the knowledge that trump won.all the sniggering laughing at him ,it&#39;s priceless, love trump,I wish we had him running the uk,think yourselves lucky America",2rU4W3yfd58,snoochie boochies,UCglyqS8SvpJTLj1dzBd1h4A,2017-09-17T00:39:17.000Z
193,Ugx3nZ1crVM7aRTCOSB4AaABAg,5,<b>Only Rosie O&#39; Donnell</b>,2rU4W3yfd58,Husky Dawg,UCAdSMgUWFt61Ex5NvXZPtpw,2017-09-15T19:37:35.000Z
194,Ugzw8zrMCgRBwPd3mH14AaABAg,0,Trump demonstrates total mastery.,2rU4W3yfd58,Matthew Jacobsen,UCt1iIBfzpi0FKwdLw6T0jQw,2017-09-15T02:35:38.000Z
195,Ugxw1xhdND9rwLUR76x4AaABAg,1,Bleeding from her wherever!,2rU4W3yfd58,mrmanown,UC2KZzUOo1VTXSWeo-6hJnew,2017-09-14T20:11:25.000Z
196,Ugyynn7YTzi6BbwvEcx4AaABAg,0,Wow. Look how far we&#39;ve come.,2rU4W3yfd58,Mary Hough,UCbmLsQY5PuIGa-H2Gvl-5Vw,2017-09-12T20:51:55.000Z
197,UgyWch5XGoiZSUp3i2V4AaABAg,6,John Kasich would have been a good president.,2rU4W3yfd58,Travis7060312,UCiwEkOF2dopEGwSCP4BnB_Q,2017-09-12T10:17:44.000Z
198,UgzAn0nysUOPBCApod94AaABAg,0,"Socialism gives high paid made up government jobs to friends family and wages and bonuses payed for by higher taxes, their then employ people who are overworked and underpaid, then when the economy goes tits up its these people who are always the first to go and who suffer the most.",2rU4W3yfd58,GhostFace Chilla,UCkfQL_h0yl0XOoPDIT-Nzwg,2017-09-12T05:44:52.000Z
199,UgwOBPUKdHzVDG_60Q54AaABAg,4,"Donald trump is the only one that didn&#39;t pledge to support the nominee. Bush, Cruz and Kasich all raised their hands but then refused to support Donald Trump. They are dishonest",2rU4W3yfd58,rebecca woodbury,UCi27oCUp0-dqqstVHZu6MUg,2017-09-10T18:49:49.000Z
200,Ugw3g1qmVxTy_mwYVVh4AaABAg,0,rubio looks likes like he&#39;s the verge of crying,GzPIbX1pzDg,Tami B,UCGENs2Pl4purlMdN236vwsw,2018-11-22T00:00:08.000Z
201,UgyWdAlWh73e2-6NvIl4AaABAg,0,Arseholes squared,GzPIbX1pzDg,Roh P,UC2DNA7t_0G4EqH_InDpO0Bw,2018-11-21T05:46:30.000Z
202,Ugyw4HZhpFySgo19Aol4AaABAg,0,Ted cruz seems like a smart fella.... first impression of him,GzPIbX1pzDg,clayman648,UCaYasQLa5xhLjj5QEZfLZ1g,2018-11-19T17:18:21.000Z
203,UgwGGP5GhuTVDkxdoVh4AaABAg,0,Hate him or love him but Trump is relevant to america,GzPIbX1pzDg,Shubham Joshi,UCBrkyVeP1B6WFf4GojwP7fA,2018-11-19T08:07:52.000Z
204,UgzPZHT9Uwcw76B3ont4AaABAg,0,"<a href=""https://www.youtube.com/watch?v=GzPIbX1pzDg&amp;t=11m17s"">11:17</a> - And he in fact beat Hillary Clinton.",GzPIbX1pzDg,TheFff198,UC3kFmtbsXpeJGx8BImkpVCQ,2018-11-16T19:39:30.000Z
205,UgygmGlGSHcwtRJBhip4AaABAg,0,"The best candidate won, and he’s made liberals cry for over 2 years. It’s a beautiful thing. The economy has never been better. Go Trump.",GzPIbX1pzDg,Insomniac,UCjb_flnu5p3DsxpuVUbv7vg,2018-11-05T11:53:19.000Z
206,UgyexKmdY4BCyLD9qWh4AaABAg,1,Spoiler Alert: Trump won.,GzPIbX1pzDg,TradPolitics Show,UCGuOIHB6crGRJBiC9U28VhA,2018-11-04T02:21:14.000Z
207,UgzT2YIzClcAi3t1NNF4AaABAg,0,In 2018 I’m still proud I voted for trump !,GzPIbX1pzDg,Andrew Varner,UCcZ6Ro5zN1M46PmOo9CiM_A,2018-10-29T08:49:17.000Z
208,UgxHCJEYqFRmW__XQB54AaABAg,0,Cruz seemed like such a lying weasel but he&#39;s actually produced. MAGA,GzPIbX1pzDg,Sweet Adelaide,UC3f3b-tX8vNqRCidlrs8urA,2018-10-28T08:09:25.000Z
209,Ugxir5PDtpH_mh4XCz94AaABAg,0,Wow!  Every leaders are  looking so serious!  They seem to be taking to more! They want to making America better and greater!  Thank you for sharing to me with so strong passion of each other&#39;s responsibility  God bless America!,GzPIbX1pzDg,kyunghee Oh,UCms5rCq3lF_W0vKn6_LWVsQ,2018-10-24T02:02:10.000Z
210,Ugx_UyfAr03qt-3DgVx4AaABAg,0,TRUMP 2020 BEST U.S. PRESIDENT EVER 🇺🇸,GzPIbX1pzDg,Chris Page,UC2vR5rl-Ecve2W2mQ0LlUtg,2018-10-14T03:45:22.000Z
211,UgyFWWl6NQ1LbRQwO-14AaABAg,1,"I am so proud to have voted for Donald J. Trump . . . and I can&#39;t wait to vote for him again.<br />TRUMP Red Tsunami Coming, Brace For Impact 2020.",GzPIbX1pzDg,Toothless Bull Dog 2.0,UCSfWjfIA9Sqg1A-XMcWSi4Q,2018-10-09T20:43:14.000Z
